group_id,input_time,input_file_t0,input_file_t3,input_file_t10,input_file_t13,target_0h_expected,target_0h_actual,target_0h_file,target_0h_mode,target_0h_diff_sec,target_1h_expected,target_1h_actual,target_1h_file,target_1h_mode,target_1h_diff_sec,target_2h_expected,target_2h_actual,target_2h_file,target_2h_mode,target_2h_diff_sec,target_3h_expected,target_3h_actual,target_3h_file,target_3h_mode,target_3h_diff_sec
380,2025-08-06 06:40:07,NHB250806064007.RAWGPGP,NHB250806064304.RAWGPGU,NHB250806065008.RAWGPGX,NHB250806065304.RAWGPH1,2025-08-06 06:40:07,2025-08-06 06:40:07,NHB250806064007.RAWGPGP,Long Range,0.0,2025-08-06 07:40:07,2025-08-06 07:40:08,NHB250806074008.RAWGPHZ,Long Range,1.0,2025-08-06 08:40:07,2025-08-06 08:40:08,NHB250806084008.RAWGPK8,Long Range,1.0,2025-08-06 09:40:07,2025-08-06 09:40:08,NHB250806094008.RAWGPLH,Long Range,1.0
381,2025-08-06 07:00:07,NHB250806070007.RAWGPH4,NHB250806070303.RAWGPH8,NHB250806071008.RAWGPHB,NHB250806071304.RAWGPHF,2025-08-06 07:00:07,2025-08-06 07:00:07,NHB250806070007.RAWGPH4,Long Range,0.0,2025-08-06 08:00:07,2025-08-06 08:00:07,NHB250806080007.RAWGPJD,Long Range,0.0,2025-08-06 09:00:07,2025-08-06 09:00:08,NHB250806090008.RAWGPKN,Long Range,1.0,2025-08-06 10:00:07,2025-08-06 10:00:08,NHB250806100008.RAWGPLY,Long Range,1.0
382,2025-08-06 07:20:08,NHB250806072008.RAWGPHJ,NHB250806072304.RAWGPHN,NHB250806073008.RAWGPHS,NHB250806073303.RAWGPHW,2025-08-06 07:20:08,2025-08-06 07:20:08,NHB250806072008.RAWGPHJ,Long Range,0.0,2025-08-06 08:20:08,2025-08-06 08:20:08,NHB250806082008.RAWGPJU,Long Range,0.0,2025-08-06 09:20:08,2025-08-06 09:20:08,NHB250806092008.RAWGPL3,Long Range,0.0,2025-08-06 10:20:08,2025-08-06 10:20:07,NHB250806102007.RAWGPMC,Long Range,1.0
383,2025-08-06 07:40:08,NHB250806074008.RAWGPHZ,NHB250806074304.RAWGPJ3,NHB250806075007.RAWGPJ6,NHB250806075303.RAWGPJA,2025-08-06 07:40:08,2025-08-06 07:40:08,NHB250806074008.RAWGPHZ,Long Range,0.0,2025-08-06 08:40:08,2025-08-06 08:40:08,NHB250806084008.RAWGPK8,Long Range,0.0,2025-08-06 09:40:08,2025-08-06 09:40:08,NHB250806094008.RAWGPLH,Long Range,0.0,2025-08-06 10:40:08,2025-08-06 10:40:08,NHB250806104008.RAWGPMT,Long Range,0.0
384,2025-08-06 08:00:07,NHB250806080007.RAWGPJD,NHB250806080303.RAWGPJH,NHB250806081009.RAWGPJL,NHB250806081304.RAWGPJR,2025-08-06 08:00:07,2025-08-06 08:00:07,NHB250806080007.RAWGPJD,Long Range,0.0,2025-08-06 09:00:07,2025-08-06 09:00:08,NHB250806090008.RAWGPKN,Long Range,1.0,2025-08-06 10:00:07,2025-08-06 10:00:08,NHB250806100008.RAWGPLY,Long Range,1.0,2025-08-06 11:00:07,2025-08-06 11:00:07,NHB250806110007.RAWGPN7,Long Range,0.0
385,2025-08-06 08:20:08,NHB250806082008.RAWGPJU,NHB250806082303.RAWGPJY,NHB250806083008.RAWGPK1,NHB250806083303.RAWGPK5,2025-08-06 08:20:08,2025-08-06 08:20:08,NHB250806082008.RAWGPJU,Long Range,0.0,2025-08-06 09:20:08,2025-08-06 09:20:08,NHB250806092008.RAWGPL3,Long Range,0.0,2025-08-06 10:20:08,2025-08-06 10:20:07,NHB250806102007.RAWGPMC,Long Range,1.0,2025-08-06 11:20:08,2025-08-06 11:20:08,NHB250806112008.RAWGPNM,Long Range,0.0
386,2025-08-06 08:40:08,NHB250806084008.RAWGPK8,NHB250806084304.RAWGPKC,NHB250806085007.RAWGPKF,NHB250806085303.RAWGPKK,2025-08-06 08:40:08,2025-08-06 08:40:08,NHB250806084008.RAWGPK8,Long Range,0.0,2025-08-06 09:40:08,2025-08-06 09:40:08,NHB250806094008.RAWGPLH,Long Range,0.0,2025-08-06 10:40:08,2025-08-06 10:40:08,NHB250806104008.RAWGPMT,Long Range,0.0,2025-08-06 11:40:08,2025-08-06 11:40:07,NHB250806114007.RAWGPP2,Long Range,1.0
387,2025-08-06 09:00:08,NHB250806090008.RAWGPKN,NHB250806090303.RAWGPKT,NHB250806091008.RAWGPKW,NHB250806091304.RAWGPL0,2025-08-06 09:00:08,2025-08-06 09:00:08,NHB250806090008.RAWGPKN,Long Range,0.0,2025-08-06 10:00:08,2025-08-06 10:00:08,NHB250806100008.RAWGPLY,Long Range,0.0,2025-08-06 11:00:08,2025-08-06 11:00:07,NHB250806110007.RAWGPN7,Long Range,1.0,2025-08-06 12:00:08,2025-08-06 12:00:08,NHB250806120008.RAWGPPG,Long Range,0.0
388,2025-08-06 09:20:08,NHB250806092008.RAWGPL3,NHB250806092303.RAWGPL7,NHB250806093008.RAWGPLA,NHB250806093304.RAWGPLE,2025-08-06 09:20:08,2025-08-06 09:20:08,NHB250806092008.RAWGPL3,Long Range,0.0,2025-08-06 10:20:08,2025-08-06 10:20:07,NHB250806102007.RAWGPMC,Long Range,1.0,2025-08-06 11:20:08,2025-08-06 11:20:08,NHB250806112008.RAWGPNM,Long Range,0.0,2025-08-06 12:20:08,2025-08-06 12:20:08,NHB250806122008.RAWGPPX,Long Range,0.0
389,2025-08-06 09:40:08,NHB250806094008.RAWGPLH,NHB250806094303.RAWGPLM,NHB250806095009.RAWGPLR,NHB250806095303.RAWGPLV,2025-08-06 09:40:08,2025-08-06 09:40:08,NHB250806094008.RAWGPLH,Long Range,0.0,2025-08-06 10:40:08,2025-08-06 10:40:08,NHB250806104008.RAWGPMT,Long Range,0.0,2025-08-06 11:40:08,2025-08-06 11:40:07,NHB250806114007.RAWGPP2,Long Range,1.0,2025-08-06 12:40:08,2025-08-06 12:40:09,NHB250806124009.RAWGPRB,Long Range,1.0
390,2025-08-06 10:00:08,NHB250806100008.RAWGPLY,NHB250806100303.RAWGPM2,NHB250806101008.RAWGPM5,NHB250806101304.RAWGPM9,2025-08-06 10:00:08,2025-08-06 10:00:08,NHB250806100008.RAWGPLY,Long Range,0.0,2025-08-06 11:00:08,2025-08-06 11:00:07,NHB250806110007.RAWGPN7,Long Range,1.0,2025-08-06 12:00:08,2025-08-06 12:00:08,NHB250806120008.RAWGPPG,Long Range,0.0,2025-08-06 13:00:08,2025-08-06 13:00:08,NHB250806130008.RAWGPRS,Long Range,0.0
391,2025-08-06 10:20:07,NHB250806102007.RAWGPMC,NHB250806102304.RAWGPMG,NHB250806103008.RAWGPMK,NHB250806103304.RAWGPMP,2025-08-06 10:20:07,2025-08-06 10:20:07,NHB250806102007.RAWGPMC,Long Range,0.0,2025-08-06 11:20:07,2025-08-06 11:20:08,NHB250806112008.RAWGPNM,Long Range,1.0,2025-08-06 12:20:07,2025-08-06 12:20:08,NHB250806122008.RAWGPPX,Long Range,1.0,2025-08-06 13:20:07,2025-08-06 13:20:08,NHB250806132008.RAWGPS6,Long Range,1.0
392,2025-08-06 10:40:08,NHB250806104008.RAWGPMT,NHB250806104304.RAWGPMX,NHB250806105007.RAWGPN0,NHB250806105303.RAWGPN4,2025-08-06 10:40:08,2025-08-06 10:40:08,NHB250806104008.RAWGPMT,Long Range,0.0,2025-08-06 11:40:08,2025-08-06 11:40:07,NHB250806114007.RAWGPP2,Long Range,1.0,2025-08-06 12:40:08,2025-08-06 12:40:09,NHB250806124009.RAWGPRB,Long Range,1.0,2025-08-06 13:40:08,2025-08-06 13:40:09,NHB250806134009.RAWGPSL,Long Range,1.0
393,2025-08-06 11:00:07,NHB250806110007.RAWGPN7,NHB250806110305.RAWGPNB,NHB250806111008.RAWGPNE,NHB250806111303.RAWGPNJ,2025-08-06 11:00:07,2025-08-06 11:00:07,NHB250806110007.RAWGPN7,Long Range,0.0,2025-08-06 12:00:07,2025-08-06 12:00:08,NHB250806120008.RAWGPPG,Long Range,1.0,2025-08-06 13:00:07,2025-08-06 13:00:08,NHB250806130008.RAWGPRS,Long Range,1.0,2025-08-06 14:00:07,2025-08-06 14:00:08,NHB250806140008.RAWGPT1,Long Range,1.0
394,2025-08-06 11:20:08,NHB250806112008.RAWGPNM,NHB250806112304.RAWGPNS,NHB250806113007.RAWGPNV,NHB250806113304.RAWGPNZ,2025-08-06 11:20:08,2025-08-06 11:20:08,NHB250806112008.RAWGPNM,Long Range,0.0,2025-08-06 12:20:08,2025-08-06 12:20:08,NHB250806122008.RAWGPPX,Long Range,0.0,2025-08-06 13:20:08,2025-08-06 13:20:08,NHB250806132008.RAWGPS6,Long Range,0.0,2025-08-06 14:20:08,2025-08-06 14:20:08,NHB250806142008.RAWGPTF,Long Range,0.0
395,2025-08-06 11:40:07,NHB250806114007.RAWGPP2,NHB250806114303.RAWGPP6,NHB250806115007.RAWGPP9,NHB250806115304.RAWGPPD,2025-08-06 11:40:07,2025-08-06 11:40:07,NHB250806114007.RAWGPP2,Long Range,0.0,2025-08-06 12:40:07,2025-08-06 12:40:09,NHB250806124009.RAWGPRB,Long Range,2.0,2025-08-06 13:40:07,2025-08-06 13:40:09,NHB250806134009.RAWGPSL,Long Range,2.0,2025-08-06 14:40:07,2025-08-06 14:40:09,NHB250806144009.RAWGPTW,Long Range,2.0
396,2025-08-06 12:00:08,NHB250806120008.RAWGPPG,NHB250806120303.RAWGPPL,NHB250806121008.RAWGPPP,NHB250806121303.RAWGPPU,2025-08-06 12:00:08,2025-08-06 12:00:08,NHB250806120008.RAWGPPG,Long Range,0.0,2025-08-06 13:00:08,2025-08-06 13:00:08,NHB250806130008.RAWGPRS,Long Range,0.0,2025-08-06 14:00:08,2025-08-06 14:00:08,NHB250806140008.RAWGPT1,Long Range,0.0,2025-08-06 15:00:08,2025-08-06 15:00:08,NHB250806150008.RAWGPUA,Long Range,0.0
397,2025-08-06 12:20:08,NHB250806122008.RAWGPPX,NHB250806122303.RAWGPR1,NHB250806123008.RAWGPR4,NHB250806123303.RAWGPR8,2025-08-06 12:20:08,2025-08-06 12:20:08,NHB250806122008.RAWGPPX,Long Range,0.0,2025-08-06 13:20:08,2025-08-06 13:20:08,NHB250806132008.RAWGPS6,Long Range,0.0,2025-08-06 14:20:08,2025-08-06 14:20:08,NHB250806142008.RAWGPTF,Long Range,0.0,2025-08-06 15:20:08,2025-08-06 15:20:08,NHB250806152008.RAWGPUR,Long Range,0.0
398,2025-08-06 12:40:09,NHB250806124009.RAWGPRB,NHB250806124304.RAWGPRF,NHB250806125008.RAWGPRJ,NHB250806125303.RAWGPRN,2025-08-06 12:40:09,2025-08-06 12:40:09,NHB250806124009.RAWGPRB,Long Range,0.0,2025-08-06 13:40:09,2025-08-06 13:40:09,NHB250806134009.RAWGPSL,Long Range,0.0,2025-08-06 14:40:09,2025-08-06 14:40:09,NHB250806144009.RAWGPTW,Long Range,0.0,2025-08-06 15:40:09,2025-08-06 15:40:07,NHB250806154007.RAWGPV5,Long Range,2.0
399,2025-08-06 13:00:08,NHB250806130008.RAWGPRS,NHB250806130304.RAWGPRW,NHB250806131008.RAWGPRZ,NHB250806131303.RAWGPS3,2025-08-06 13:00:08,2025-08-06 13:00:08,NHB250806130008.RAWGPRS,Long Range,0.0,2025-08-06 14:00:08,2025-08-06 14:00:08,NHB250806140008.RAWGPT1,Long Range,0.0,2025-08-06 15:00:08,2025-08-06 15:00:08,NHB250806150008.RAWGPUA,Long Range,0.0,2025-08-06 16:00:08,2025-08-06 16:00:08,NHB250806160008.RAWGPVK,Long Range,0.0
400,2025-08-06 13:20:08,NHB250806132008.RAWGPS6,NHB250806132303.RAWGPSA,NHB250806133007.RAWGPSD,NHB250806133304.RAWGPSH,2025-08-06 13:20:08,2025-08-06 13:20:08,NHB250806132008.RAWGPS6,Long Range,0.0,2025-08-06 14:20:08,2025-08-06 14:20:08,NHB250806142008.RAWGPTF,Long Range,0.0,2025-08-06 15:20:08,2025-08-06 15:20:08,NHB250806152008.RAWGPUR,Long Range,0.0,2025-08-06 16:20:08,2025-08-06 16:20:08,NHB250806162008.RAWGPW0,Long Range,0.0
401,2025-08-06 13:40:09,NHB250806134009.RAWGPSL,NHB250806134303.RAWGPSR,NHB250806135009.RAWGPSU,NHB250806135303.RAWGPSY,2025-08-06 13:40:09,2025-08-06 13:40:09,NHB250806134009.RAWGPSL,Long Range,0.0,2025-08-06 14:40:09,2025-08-06 14:40:09,NHB250806144009.RAWGPTW,Long Range,0.0,2025-08-06 15:40:09,2025-08-06 15:40:07,NHB250806154007.RAWGPV5,Long Range,2.0,2025-08-06 16:40:09,2025-08-06 16:40:08,NHB250806164008.RAWGPWE,Long Range,1.0
402,2025-08-06 14:00:08,NHB250806140008.RAWGPT1,NHB250806140303.RAWGPT5,NHB250806141008.RAWGPT8,NHB250806141303.RAWGPTC,2025-08-06 14:00:08,2025-08-06 14:00:08,NHB250806140008.RAWGPT1,Long Range,0.0,2025-08-06 15:00:08,2025-08-06 15:00:08,NHB250806150008.RAWGPUA,Long Range,0.0,2025-08-06 16:00:08,2025-08-06 16:00:08,NHB250806160008.RAWGPVK,Long Range,0.0,2025-08-06 17:00:08,2025-08-06 17:00:08,NHB250806170008.RAWGPWV,Long Range,0.0
403,2025-08-06 14:20:08,NHB250806142008.RAWGPTF,NHB250806142303.RAWGPTK,NHB250806143007.RAWGPTN,NHB250806143303.RAWGPTT,2025-08-06 14:20:08,2025-08-06 14:20:08,NHB250806142008.RAWGPTF,Long Range,0.0,2025-08-06 15:20:08,2025-08-06 15:20:08,NHB250806152008.RAWGPUR,Long Range,0.0,2025-08-06 16:20:08,2025-08-06 16:20:08,NHB250806162008.RAWGPW0,Long Range,0.0,2025-08-06 17:20:08,2025-08-06 17:20:07,NHB250806172007.RAWGPX9,Long Range,1.0
404,2025-08-06 14:40:09,NHB250806144009.RAWGPTW,NHB250806144304.RAWGPU0,NHB250806145008.RAWGPU3,NHB250806145304.RAWGPU7,2025-08-06 14:40:09,2025-08-06 14:40:09,NHB250806144009.RAWGPTW,Long Range,0.0,2025-08-06 15:40:09,2025-08-06 15:40:07,NHB250806154007.RAWGPV5,Long Range,2.0,2025-08-06 16:40:09,2025-08-06 16:40:08,NHB250806164008.RAWGPWE,Long Range,1.0,2025-08-06 17:40:09,2025-08-06 17:40:08,NHB250806174008.RAWGPXP,Long Range,1.0
405,2025-08-06 15:00:08,NHB250806150008.RAWGPUA,NHB250806150303.RAWGPUE,NHB250806151007.RAWGPUH,NHB250806151304.RAWGPUM,2025-08-06 15:00:08,2025-08-06 15:00:08,NHB250806150008.RAWGPUA,Long Range,0.0,2025-08-06 16:00:08,2025-08-06 16:00:08,NHB250806160008.RAWGPVK,Long Range,0.0,2025-08-06 17:00:08,2025-08-06 17:00:08,NHB250806170008.RAWGPWV,Long Range,0.0,2025-08-06 18:00:08,2025-08-06 18:00:07,NHB250806180007.RAWGPY4,Long Range,1.0
406,2025-08-06 15:20:08,NHB250806152008.RAWGPUR,NHB250806152304.RAWGPUV,NHB250806153008.RAWGPUY,NHB250806153304.RAWGPV2,2025-08-06 15:20:08,2025-08-06 15:20:08,NHB250806152008.RAWGPUR,Long Range,0.0,2025-08-06 16:20:08,2025-08-06 16:20:08,NHB250806162008.RAWGPW0,Long Range,0.0,2025-08-06 17:20:08,2025-08-06 17:20:07,NHB250806172007.RAWGPX9,Long Range,1.0,2025-08-06 18:20:08,2025-08-06 18:20:08,NHB250806182008.RAWGPYJ,Long Range,0.0
407,2025-08-06 15:40:07,NHB250806154007.RAWGPV5,NHB250806154303.RAWGPV9,NHB250806155008.RAWGPVC,NHB250806155304.RAWGPVG,2025-08-06 15:40:07,2025-08-06 15:40:07,NHB250806154007.RAWGPV5,Long Range,0.0,2025-08-06 16:40:07,2025-08-06 16:40:08,NHB250806164008.RAWGPWE,Long Range,1.0,2025-08-06 17:40:07,2025-08-06 17:40:08,NHB250806174008.RAWGPXP,Long Range,1.0,2025-08-06 18:40:07,2025-08-06 18:40:08,NHB250806184008.RAWGPYZ,Long Range,1.0
408,2025-08-06 16:00:08,NHB250806160008.RAWGPVK,NHB250806160303.RAWGPVP,NHB250806161008.RAWGPVT,NHB250806161304.RAWGPVX,2025-08-06 16:00:08,2025-08-06 16:00:08,NHB250806160008.RAWGPVK,Long Range,0.0,2025-08-06 17:00:08,2025-08-06 17:00:08,NHB250806170008.RAWGPWV,Long Range,0.0,2025-08-06 18:00:08,2025-08-06 18:00:07,NHB250806180007.RAWGPY4,Long Range,1.0,2025-08-06 19:00:08,2025-08-06 19:00:08,NHB250806190008.RAWGPZD,Long Range,0.0
409,2025-08-06 16:20:08,NHB250806162008.RAWGPW0,NHB250806162303.RAWGPW4,NHB250806163008.RAWGPW7,NHB250806163304.RAWGPWB,2025-08-06 16:20:08,2025-08-06 16:20:08,NHB250806162008.RAWGPW0,Long Range,0.0,2025-08-06 17:20:08,2025-08-06 17:20:07,NHB250806172007.RAWGPX9,Long Range,1.0,2025-08-06 18:20:08,2025-08-06 18:20:08,NHB250806182008.RAWGPYJ,Long Range,0.0,2025-08-06 19:20:08,2025-08-06 19:20:07,NHB250806192007.RAWGPZU,Long Range,1.0
410,2025-08-06 16:40:08,NHB250806164008.RAWGPWE,NHB250806164304.RAWGPWJ,NHB250806165008.RAWGPWM,NHB250806165304.RAWGPWS,2025-08-06 16:40:08,2025-08-06 16:40:08,NHB250806164008.RAWGPWE,Long Range,0.0,2025-08-06 17:40:08,2025-08-06 17:40:08,NHB250806174008.RAWGPXP,Long Range,0.0,2025-08-06 18:40:08,2025-08-06 18:40:08,NHB250806184008.RAWGPYZ,Long Range,0.0,2025-08-06 19:40:08,2025-08-06 19:40:08,NHB250806194008.RAWGR08,Long Range,0.0
411,2025-08-06 17:00:08,NHB250806170008.RAWGPWV,NHB250806170304.RAWGPWZ,NHB250806171007.RAWGPX2,NHB250806171304.RAWGPX6,2025-08-06 17:00:08,2025-08-06 17:00:08,NHB250806170008.RAWGPWV,Long Range,0.0,2025-08-06 18:00:08,2025-08-06 18:00:07,NHB250806180007.RAWGPY4,Long Range,1.0,2025-08-06 19:00:08,2025-08-06 19:00:08,NHB250806190008.RAWGPZD,Long Range,0.0,2025-08-06 20:00:08,2025-08-06 20:00:08,NHB250806200008.RAWGR0N,Long Range,0.0
412,2025-08-06 17:20:07,NHB250806172007.RAWGPX9,NHB250806172303.RAWGPXD,NHB250806173008.RAWGPXG,NHB250806173305.RAWGPXL,2025-08-06 17:20:07,2025-08-06 17:20:07,NHB250806172007.RAWGPX9,Long Range,0.0,2025-08-06 18:20:07,2025-08-06 18:20:08,NHB250806182008.RAWGPYJ,Long Range,1.0,2025-08-06 19:20:07,2025-08-06 19:20:07,NHB250806192007.RAWGPZU,Long Range,0.0,2025-08-06 20:20:07,2025-08-06 20:20:07,NHB250806202007.RAWGR13,Long Range,0.0
413,2025-08-06 17:40:08,NHB250806174008.RAWGPXP,NHB250806174303.RAWGPXU,NHB250806175007.RAWGPXX,NHB250806175304.RAWGPY1,2025-08-06 17:40:08,2025-08-06 17:40:08,NHB250806174008.RAWGPXP,Long Range,0.0,2025-08-06 18:40:08,2025-08-06 18:40:08,NHB250806184008.RAWGPYZ,Long Range,0.0,2025-08-06 19:40:08,2025-08-06 19:40:08,NHB250806194008.RAWGR08,Long Range,0.0,2025-08-06 20:40:08,2025-08-06 20:40:08,NHB250806204008.RAWGR1H,Long Range,0.0
414,2025-08-06 18:00:07,NHB250806180007.RAWGPY4,NHB250806180303.RAWGPY8,NHB250806181008.RAWGPYB,NHB250806181303.RAWGPYF,2025-08-06 18:00:07,2025-08-06 18:00:07,NHB250806180007.RAWGPY4,Long Range,0.0,2025-08-06 19:00:07,2025-08-06 19:00:08,NHB250806190008.RAWGPZD,Long Range,1.0,2025-08-06 20:00:07,2025-08-06 20:00:08,NHB250806200008.RAWGR0N,Long Range,1.0,2025-08-06 21:00:07,2025-08-06 21:00:08,NHB250806210008.RAWGR1Y,Long Range,1.0
415,2025-08-06 18:20:08,NHB250806182008.RAWGPYJ,NHB250806182303.RAWGPYN,NHB250806183008.RAWGPYS,NHB250806183303.RAWGPYW,2025-08-06 18:20:08,2025-08-06 18:20:08,NHB250806182008.RAWGPYJ,Long Range,0.0,2025-08-06 19:20:08,2025-08-06 19:20:07,NHB250806192007.RAWGPZU,Long Range,1.0,2025-08-06 20:20:08,2025-08-06 20:20:07,NHB250806202007.RAWGR13,Long Range,1.0,2025-08-06 21:20:08,2025-08-06 21:20:08,NHB250806212008.RAWGR2C,Long Range,0.0
416,2025-08-06 18:40:08,NHB250806184008.RAWGPYZ,NHB250806184304.RAWGPZ3,NHB250806185008.RAWGPZ6,NHB250806185303.RAWGPZA,2025-08-06 18:40:08,2025-08-06 18:40:08,NHB250806184008.RAWGPYZ,Long Range,0.0,2025-08-06 19:40:08,2025-08-06 19:40:08,NHB250806194008.RAWGR08,Long Range,0.0,2025-08-06 20:40:08,2025-08-06 20:40:08,NHB250806204008.RAWGR1H,Long Range,0.0,2025-08-06 21:40:08,2025-08-06 21:40:09,NHB250806214009.RAWGR2T,Long Range,1.0
417,2025-08-06 19:00:08,NHB250806190008.RAWGPZD,NHB250806190304.RAWGPZH,NHB250806191007.RAWGPZL,NHB250806191304.RAWGPZR,2025-08-06 19:00:08,2025-08-06 19:00:08,NHB250806190008.RAWGPZD,Long Range,0.0,2025-08-06 20:00:08,2025-08-06 20:00:08,NHB250806200008.RAWGR0N,Long Range,0.0,2025-08-06 21:00:08,2025-08-06 21:00:08,NHB250806210008.RAWGR1Y,Long Range,0.0,2025-08-06 22:00:08,2025-08-06 22:00:08,NHB250806220008.RAWGR37,Long Range,0.0
418,2025-08-06 19:20:07,NHB250806192007.RAWGPZU,NHB250806192304.RAWGPZY,NHB250806193008.RAWGR01,NHB250806193303.RAWGR05,2025-08-06 19:20:07,2025-08-06 19:20:07,NHB250806192007.RAWGPZU,Long Range,0.0,2025-08-06 20:20:07,2025-08-06 20:20:07,NHB250806202007.RAWGR13,Long Range,0.0,2025-08-06 21:20:07,2025-08-06 21:20:08,NHB250806212008.RAWGR2C,Long Range,1.0,2025-08-06 22:20:07,2025-08-06 22:20:08,NHB250806222008.RAWGR3M,Long Range,1.0
419,2025-08-06 19:40:08,NHB250806194008.RAWGR08,NHB250806194304.RAWGR0C,NHB250806195008.RAWGR0F,NHB250806195304.RAWGR0K,2025-08-06 19:40:08,2025-08-06 19:40:08,NHB250806194008.RAWGR08,Long Range,0.0,2025-08-06 20:40:08,2025-08-06 20:40:08,NHB250806204008.RAWGR1H,Long Range,0.0,2025-08-06 21:40:08,2025-08-06 21:40:09,NHB250806214009.RAWGR2T,Long Range,1.0,2025-08-06 22:40:08,2025-08-06 22:40:07,NHB250806224007.RAWGR42,Long Range,1.0
420,2025-08-06 20:00:08,NHB250806200008.RAWGR0N,NHB250806200304.RAWGR0T,NHB250806201007.RAWGR0W,NHB250806201303.RAWGR10,2025-08-06 20:00:08,2025-08-06 20:00:08,NHB250806200008.RAWGR0N,Long Range,0.0,2025-08-06 21:00:08,2025-08-06 21:00:08,NHB250806210008.RAWGR1Y,Long Range,0.0,2025-08-06 22:00:08,2025-08-06 22:00:08,NHB250806220008.RAWGR37,Long Range,0.0,2025-08-06 23:00:08,2025-08-06 23:00:08,NHB250806230008.RAWGR4G,Long Range,0.0
421,2025-08-06 20:20:07,NHB250806202007.RAWGR13,NHB250806202304.RAWGR17,NHB250806203008.RAWGR1A,NHB250806203303.RAWGR1E,2025-08-06 20:20:07,2025-08-06 20:20:07,NHB250806202007.RAWGR13,Long Range,0.0,2025-08-06 21:20:07,2025-08-06 21:20:08,NHB250806212008.RAWGR2C,Long Range,1.0,2025-08-06 22:20:07,2025-08-06 22:20:08,NHB250806222008.RAWGR3M,Long Range,1.0,2025-08-06 23:20:07,2025-08-06 23:20:08,NHB250806232008.RAWGR4X,Long Range,1.0
422,2025-08-06 20:40:08,NHB250806204008.RAWGR1H,NHB250806204304.RAWGR1M,NHB250806205007.RAWGR1R,NHB250806205304.RAWGR1V,2025-08-06 20:40:08,2025-08-06 20:40:08,NHB250806204008.RAWGR1H,Long Range,0.0,2025-08-06 21:40:08,2025-08-06 21:40:09,NHB250806214009.RAWGR2T,Long Range,1.0,2025-08-06 22:40:08,2025-08-06 22:40:07,NHB250806224007.RAWGR42,Long Range,1.0,2025-08-06 23:40:08,2025-08-06 23:40:08,NHB250806234008.RAWGR5B,Long Range,0.0
423,2025-08-06 21:00:08,NHB250806210008.RAWGR1Y,NHB250806210303.RAWGR22,NHB250806211008.RAWGR25,NHB250806211303.RAWGR29,2025-08-06 21:00:08,2025-08-06 21:00:08,NHB250806210008.RAWGR1Y,Long Range,0.0,2025-08-06 22:00:08,2025-08-06 22:00:08,NHB250806220008.RAWGR37,Long Range,0.0,2025-08-06 23:00:08,2025-08-06 23:00:08,NHB250806230008.RAWGR4G,Long Range,0.0,2025-08-07 00:00:08,2025-08-07 00:00:08,NHB250807000008.RAWGR5S,Long Range,0.0
424,2025-08-06 21:20:08,NHB250806212008.RAWGR2C,NHB250806212303.RAWGR2G,NHB250806213008.RAWGR2K,NHB250806213303.RAWGR2P,2025-08-06 21:20:08,2025-08-06 21:20:08,NHB250806212008.RAWGR2C,Long Range,0.0,2025-08-06 22:20:08,2025-08-06 22:20:08,NHB250806222008.RAWGR3M,Long Range,0.0,2025-08-06 23:20:08,2025-08-06 23:20:08,NHB250806232008.RAWGR4X,Long Range,0.0,2025-08-07 00:20:08,2025-08-07 00:20:08,NHB250807002008.RAWGR66,Long Range,0.0
425,2025-08-06 21:40:09,NHB250806214009.RAWGR2T,NHB250806214303.RAWGR2X,NHB250806215008.RAWGR30,NHB250806215304.RAWGR34,2025-08-06 21:40:09,2025-08-06 21:40:09,NHB250806214009.RAWGR2T,Long Range,0.0,2025-08-06 22:40:09,2025-08-06 22:40:07,NHB250806224007.RAWGR42,Long Range,2.0,2025-08-06 23:40:09,2025-08-06 23:40:08,NHB250806234008.RAWGR5B,Long Range,1.0,2025-08-07 00:40:09,2025-08-07 00:40:08,NHB250807004008.RAWGR6L,Long Range,1.0
426,2025-08-06 22:00:08,NHB250806220008.RAWGR37,NHB250806220304.RAWGR3B,NHB250806221008.RAWGR3E,NHB250806221304.RAWGR3J,2025-08-06 22:00:08,2025-08-06 22:00:08,NHB250806220008.RAWGR37,Long Range,0.0,2025-08-06 23:00:08,2025-08-06 23:00:08,NHB250806230008.RAWGR4G,Long Range,0.0,2025-08-07 00:00:08,2025-08-07 00:00:08,NHB250807000008.RAWGR5S,Long Range,0.0,2025-08-07 01:00:08,2025-08-07 01:00:08,NHB250807010008.RAWGR71,Long Range,0.0
427,2025-08-06 22:20:08,NHB250806222008.RAWGR3M,NHB250806222304.RAWGR3S,NHB250806223007.RAWGR3V,NHB250806223304.RAWGR3Z,2025-08-06 22:20:08,2025-08-06 22:20:08,NHB250806222008.RAWGR3M,Long Range,0.0,2025-08-06 23:20:08,2025-08-06 23:20:08,NHB250806232008.RAWGR4X,Long Range,0.0,2025-08-07 00:20:08,2025-08-07 00:20:08,NHB250807002008.RAWGR66,Long Range,0.0,2025-08-07 01:20:08,2025-08-07 01:20:08,NHB250807012008.RAWGR7F,Long Range,0.0
