filename,timestamp,mode,nsweeps,weighted_dbz,weather_class
NHB250809140008.RAWGTJN,2025-08-09 14:00:08,Long Range,4,43.01,Moderate rain
NHB250809140304.RAWGTJT,2025-08-09 14:03:04,Short Range,8,33.37,Light rain
NHB250809141008.RAWGTJW,2025-08-09 14:10:08,Long Range,4,42.42,Moderate rain
NHB250809141305.RAWGTK0,2025-08-09 14:13:05,Short Range,8,33.79,Light rain
NHB250809142008.RAWGTK3,2025-08-09 14:20:08,Long Range,4,42.68,Moderate rain
NHB250809142303.RAWGTK7,2025-08-09 14:23:03,Short Range,8,34.3,Light rain
NHB250809143007.RAWGTKA,2025-08-09 14:30:07,Long Range,4,42.44,Moderate rain
NHB250809143303.RAWGTKE,2025-08-09 14:33:03,Short Range,8,35.31,Light rain
NHB250809144008.RAWGTKH,2025-08-09 14:40:08,Long Range,4,42.32,Moderate rain
NHB250809144303.RAWGTKM,2025-08-09 14:43:03,Short Range,8,34.9,Light rain
NHB250809145007.RAWGTKR,2025-08-09 14:50:07,Long Range,4,41.88,Moderate rain
NHB250809145304.RAWGTKV,2025-08-09 14:53:04,Short Range,8,35.32,Light rain
NHB250809150008.RAWGTKY,2025-08-09 15:00:08,Long Range,4,42.35,Moderate rain
NHB250809150303.RAWGTL2,2025-08-09 15:03:03,Short Range,8,35.28,Light rain
NHB250809151008.RAWGTL5,2025-08-09 15:10:08,Long Range,4,41.83,Moderate rain
NHB250809151303.RAWGTL9,2025-08-09 15:13:03,Short Range,8,34.51,Light rain
NHB250809152007.RAWGTLC,2025-08-09 15:20:07,Long Range,4,42.04,Moderate rain
NHB250809152303.RAWGTLG,2025-08-09 15:23:03,Short Range,8,34.09,Light rain
NHB250809153008.RAWGTLK,2025-08-09 15:30:08,Long Range,4,42.43,Moderate rain
NHB250809153304.RAWGTLP,2025-08-09 15:33:04,Short Range,8,34.07,Light rain
NHB250809154008.RAWGTLT,2025-08-09 15:40:08,Long Range,4,42.22,Moderate rain
NHB250809154304.RAWGTLX,2025-08-09 15:43:04,Short Range,8,32.59,Light rain
NHB250809155008.RAWGTM0,2025-08-09 15:50:08,Long Range,4,41.19,Moderate rain
NHB250809155303.RAWGTM4,2025-08-09 15:53:03,Short Range,8,31.47,Light rain
NHB250809160007.RAWGTM7,2025-08-09 16:00:07,Long Range,4,40.27,Moderate rain
NHB250809160303.RAWGTMB,2025-08-09 16:03:03,Short Range,8,30.32,Light rain
NHB250809161008.RAWGTME,2025-08-09 16:10:08,Long Range,4,39.26,Light rain
NHB250809161304.RAWGTMJ,2025-08-09 16:13:04,Short Range,8,29.64,Clear
NHB250809162009.RAWGTMM,2025-08-09 16:20:09,Long Range,4,38.85,Light rain
NHB250809162303.RAWGTMS,2025-08-09 16:23:03,Short Range,8,28.96,Clear
NHB250809163007.RAWGTMV,2025-08-09 16:30:07,Long Range,4,37.56,Light rain
NHB250809163304.RAWGTMZ,2025-08-09 16:33:04,Short Range,8,28.38,Clear
NHB250809164008.RAWGTN2,2025-08-09 16:40:08,Long Range,4,36.36,Light rain
NHB250809164304.RAWGTN6,2025-08-09 16:43:04,Short Range,8,27.95,Clear
NHB250809165008.RAWGTN9,2025-08-09 16:50:08,Long Range,4,35.56,Light rain
NHB250809165303.RAWGTND,2025-08-09 16:53:03,Short Range,8,27.61,Clear
NHB250809170007.RAWGTNG,2025-08-09 17:00:07,Long Range,4,35.92,Light rain
NHB250809170303.RAWGTNL,2025-08-09 17:03:03,Short Range,8,28.42,Clear
NHB250809171008.RAWGTNP,2025-08-09 17:10:08,Long Range,4,35.74,Light rain
NHB250809171304.RAWGTNU,2025-08-09 17:13:04,Short Range,8,28.47,Clear
NHB250809172008.RAWGTNX,2025-08-09 17:20:08,Long Range,4,35.82,Light rain
NHB250809172304.RAWGTP1,2025-08-09 17:23:04,Short Range,8,28.32,Clear
NHB250809173008.RAWGTP4,2025-08-09 17:30:08,Long Range,4,35.76,Light rain
NHB250809173304.RAWGTP8,2025-08-09 17:33:04,Short Range,8,28.08,Clear
NHB250809174008.RAWGTPB,2025-08-09 17:40:08,Long Range,4,35.78,Light rain
NHB250809174304.RAWGTPF,2025-08-09 17:43:04,Short Range,8,27.44,Clear
NHB250809175008.RAWGTPJ,2025-08-09 17:50:08,Long Range,4,36.51,Light rain
NHB250809175303.RAWGTPN,2025-08-09 17:53:03,Short Range,8,26.6,Clear
NHB250809180007.RAWGTPS,2025-08-09 18:00:07,Long Range,4,35.93,Light rain
NHB250809180303.RAWGTPW,2025-08-09 18:03:03,Short Range,8,26.34,Clear
NHB250809181008.RAWGTPZ,2025-08-09 18:10:08,Long Range,4,35.47,Light rain
NHB250809181304.RAWGTR3,2025-08-09 18:13:04,Short Range,8,25.18,Clear
NHB250809182009.RAWGTR6,2025-08-09 18:20:09,Long Range,4,35.25,Light rain
NHB250809182303.RAWGTRA,2025-08-09 18:23:03,Short Range,8,25.18,Clear
NHB250809183008.RAWGTRD,2025-08-09 18:30:08,Long Range,4,36.03,Light rain
NHB250809183304.RAWGTRH,2025-08-09 18:33:04,Short Range,8,25.09,Clear
NHB250809184008.RAWGTRL,2025-08-09 18:40:08,Long Range,4,35.65,Light rain
NHB250809184303.RAWGTRR,2025-08-09 18:43:03,Short Range,8,24.29,Clear
NHB250809185007.RAWGTRU,2025-08-09 18:50:07,Long Range,4,33.62,Light rain
NHB250809185303.RAWGTRY,2025-08-09 18:53:03,Short Range,8,24.25,Clear
NHB250809190007.RAWGTS1,2025-08-09 19:00:07,Long Range,4,32.98,Light rain
NHB250809190304.RAWGTS5,2025-08-09 19:03:04,Short Range,8,23.47,Clear
NHB250809191007.RAWGTS8,2025-08-09 19:10:07,Long Range,4,31.95,Light rain
NHB250809191303.RAWGTSC,2025-08-09 19:13:03,Short Range,8,23.99,Clear
NHB250809192008.RAWGTSF,2025-08-09 19:20:08,Long Range,4,30.87,Light rain
NHB250809192303.RAWGTSK,2025-08-09 19:23:03,Short Range,8,23.87,Clear
NHB250809193007.RAWGTSN,2025-08-09 19:30:07,Long Range,4,30.26,Light rain
NHB250809193303.RAWGTST,2025-08-09 19:33:03,Short Range,8,24.32,Clear
NHB250809194007.RAWGTSW,2025-08-09 19:40:07,Long Range,4,29.75,Clear
NHB250809194304.RAWGTT0,2025-08-09 19:43:04,Short Range,8,24.56,Clear
NHB250809195008.RAWGTT3,2025-08-09 19:50:08,Long Range,4,27.45,Clear
NHB250809195304.RAWGTT7,2025-08-09 19:53:04,Short Range,8,24.25,Clear
NHB250809200009.RAWGTTA,2025-08-09 20:00:09,Long Range,4,27.27,Clear
NHB250809200303.RAWGTTE,2025-08-09 20:03:03,Short Range,8,23.39,Clear
NHB250809201008.RAWGTTH,2025-08-09 20:10:08,Long Range,4,27.23,Clear
NHB250809201304.RAWGTTM,2025-08-09 20:13:04,Short Range,8,23.1,Clear
NHB250809202008.RAWGTTR,2025-08-09 20:20:08,Long Range,4,28.89,Clear
NHB250809202303.RAWGTTV,2025-08-09 20:23:03,Short Range,8,23.49,Clear
NHB250809203008.RAWGTTY,2025-08-09 20:30:08,Long Range,4,28.74,Clear
NHB250809203303.RAWGTU2,2025-08-09 20:33:03,Short Range,8,24.1,Clear
NHB250809204007.RAWGTU5,2025-08-09 20:40:07,Long Range,4,27.43,Clear
NHB250809204303.RAWGTU9,2025-08-09 20:43:03,Short Range,8,25.07,Clear
NHB250809205008.RAWGTUC,2025-08-09 20:50:08,Long Range,4,29.38,Clear
NHB250809205303.RAWGTUG,2025-08-09 20:53:03,Short Range,8,26.53,Clear
NHB250809210008.RAWGTUK,2025-08-09 21:00:08,Long Range,4,29.46,Clear
NHB250809210304.RAWGTUP,2025-08-09 21:03:04,Short Range,8,24.9,Clear
NHB250809211007.RAWGTUT,2025-08-09 21:10:07,Long Range,4,26.69,Clear
NHB250809211303.RAWGTUX,2025-08-09 21:13:03,Short Range,8,25.36,Clear
NHB250809212008.RAWGTV0,2025-08-09 21:20:08,Long Range,4,26.53,Clear
NHB250809212304.RAWGTV4,2025-08-09 21:23:04,Short Range,8,24.14,Clear
NHB250809213007.RAWGTV7,2025-08-09 21:30:07,Long Range,4,25.66,Clear
NHB250809213303.RAWGTVB,2025-08-09 21:33:03,Short Range,8,23.4,Clear
NHB250809214008.RAWGTVE,2025-08-09 21:40:08,Long Range,4,25.05,Clear
NHB250809214303.RAWGTVJ,2025-08-09 21:43:03,Short Range,8,23.41,Clear
NHB250809215007.RAWGTVM,2025-08-09 21:50:07,Long Range,4,25.49,Clear
NHB250809215304.RAWGTVS,2025-08-09 21:53:04,Short Range,8,22.98,Clear
NHB250809220008.RAWGTVV,2025-08-09 22:00:08,Long Range,4,26.73,Clear
NHB250809220304.RAWGTVZ,2025-08-09 22:03:04,Short Range,8,24.13,Clear
NHB250809221009.RAWGTW2,2025-08-09 22:10:09,Long Range,4,25.76,Clear
NHB250809221304.RAWGTW6,2025-08-09 22:13:04,Short Range,8,23.46,Clear
NHB250809222008.RAWGTW9,2025-08-09 22:20:08,Long Range,4,24.33,Clear
NHB250809222303.RAWGTWD,2025-08-09 22:23:03,Short Range,8,22.13,Clear
NHB250809223007.RAWGTWG,2025-08-09 22:30:07,Long Range,4,27.69,Clear
NHB250809223303.RAWGTWL,2025-08-09 22:33:03,Short Range,8,24.96,Clear
NHB250809224008.RAWGTWP,2025-08-09 22:40:08,Long Range,4,27.93,Clear
NHB250809224303.RAWGTWU,2025-08-09 22:43:03,Short Range,8,28.09,Clear
NHB250809225008.RAWGTWX,2025-08-09 22:50:08,Long Range,4,31.87,Light rain
NHB250809225303.RAWGTX1,2025-08-09 22:53:03,Short Range,8,30.38,Light rain
NHB250809230008.RAWGTX4,2025-08-09 23:00:08,Long Range,4,31.74,Light rain
NHB250809230303.RAWGTX8,2025-08-09 23:03:03,Short Range,8,29.15,Clear
NHB250809231008.RAWGTXB,2025-08-09 23:10:08,Long Range,4,31.18,Light rain
NHB250809231304.RAWGTXF,2025-08-09 23:13:04,Short Range,8,30.59,Light rain
NHB250809232008.RAWGTXJ,2025-08-09 23:20:08,Long Range,4,30.18,Light rain
NHB250809232303.RAWGTXN,2025-08-09 23:23:03,Short Range,8,28.08,Clear
NHB250809233007.RAWGTXS,2025-08-09 23:30:07,Long Range,4,27.99,Clear
NHB250809233304.RAWGTXW,2025-08-09 23:33:04,Short Range,8,26.37,Clear
NHB250809234008.RAWGTXZ,2025-08-09 23:40:08,Long Range,4,27.41,Clear
NHB250809234304.RAWGTY3,2025-08-09 23:43:04,Short Range,8,25.5,Clear
NHB250809235008.RAWGTY6,2025-08-09 23:50:08,Long Range,4,29.14,Clear
NHB250809235303.RAWGTYA,2025-08-09 23:53:03,Short Range,8,25.35,Clear
NHB250810000009.RAWGTYD,2025-08-10 00:00:09,Long Range,4,27.25,Clear
NHB250810000303.RAWGTYH,2025-08-10 00:03:03,Short Range,8,26.45,Clear
NHB250810001008.RAWGTYL,2025-08-10 00:10:08,Long Range,4,27.67,Clear
NHB250810001303.RAWGTYR,2025-08-10 00:13:03,Short Range,8,25.72,Clear
NHB250810002008.RAWGTYU,2025-08-10 00:20:08,Long Range,4,27.1,Clear
NHB250810002304.RAWGTYY,2025-08-10 00:23:04,Short Range,8,27.39,Clear
NHB250810003008.RAWGTZ1,2025-08-10 00:30:08,Long Range,4,26.08,Clear
NHB250810003303.RAWGTZ5,2025-08-10 00:33:03,Short Range,8,28.04,Clear
NHB250810004007.RAWGTZ8,2025-08-10 00:40:07,Long Range,4,28.43,Clear
NHB250810004303.RAWGTZC,2025-08-10 00:43:03,Short Range,8,27.43,Clear
NHB250810005008.RAWGTZF,2025-08-10 00:50:08,Long Range,4,30.24,Light rain
NHB250810005303.RAWGTZK,2025-08-10 00:53:03,Short Range,8,28.29,Clear
NHB250810010008.RAWGTZN,2025-08-10 01:00:08,Long Range,4,27.5,Clear
NHB250810010303.RAWGTZT,2025-08-10 01:03:03,Short Range,8,28.52,Clear
NHB250810011007.RAWGTZW,2025-08-10 01:10:07,Long Range,4,29.22,Clear
NHB250810011303.RAWGU00,2025-08-10 01:13:03,Short Range,8,28.52,Clear
NHB250810012008.RAWGU03,2025-08-10 01:20:08,Long Range,4,29.25,Clear
NHB250810012304.RAWGU07,2025-08-10 01:23:04,Short Range,8,28.24,Clear
NHB250810013007.RAWGU0A,2025-08-10 01:30:07,Long Range,4,28.47,Clear
NHB250810013304.RAWGU0E,2025-08-10 01:33:04,Short Range,8,27.28,Clear
NHB250810014008.RAWGU0H,2025-08-10 01:40:08,Long Range,4,29.2,Clear
NHB250810014304.RAWGU0M,2025-08-10 01:43:04,Short Range,8,26.87,Clear
NHB250810015008.RAWGU0R,2025-08-10 01:50:08,Long Range,4,26.34,Clear
NHB250810015303.RAWGU0V,2025-08-10 01:53:03,Short Range,8,27.29,Clear
NHB250810020008.RAWGU0Y,2025-08-10 02:00:08,Long Range,4,28.05,Clear
NHB250810020303.RAWGU12,2025-08-10 02:03:03,Short Range,8,26.34,Clear
NHB250810021007.RAWGU15,2025-08-10 02:10:07,Long Range,4,28.4,Clear
NHB250810021304.RAWGU19,2025-08-10 02:13:04,Short Range,8,26.69,Clear
NHB250810022008.RAWGU1C,2025-08-10 02:20:08,Long Range,4,28.15,Clear
NHB250810022304.RAWGU1G,2025-08-10 02:23:04,Short Range,8,26.99,Clear
NHB250810023007.RAWGU1K,2025-08-10 02:30:07,Long Range,4,28.35,Clear
NHB250810023304.RAWGU1P,2025-08-10 02:33:04,Short Range,8,26.77,Clear
NHB250810024008.RAWGU1T,2025-08-10 02:40:08,Long Range,4,27.55,Clear
NHB250810024304.RAWGU1X,2025-08-10 02:43:04,Short Range,8,27.52,Clear
NHB250810025007.RAWGU20,2025-08-10 02:50:07,Long Range,4,27.64,Clear
NHB250810025304.RAWGU24,2025-08-10 02:53:04,Short Range,8,26.78,Clear
NHB250810030007.RAWGU27,2025-08-10 03:00:07,Long Range,4,27.87,Clear
NHB250810030303.RAWGU2B,2025-08-10 03:03:03,Short Range,8,26.6,Clear
NHB250810031007.RAWGU2E,2025-08-10 03:10:07,Long Range,4,26.88,Clear
NHB250810031304.RAWGU2J,2025-08-10 03:13:04,Short Range,8,26.86,Clear
NHB250810032007.RAWGU2M,2025-08-10 03:20:07,Long Range,4,27.17,Clear
NHB250810032304.RAWGU2S,2025-08-10 03:23:04,Short Range,8,26.97,Clear
NHB250810033007.RAWGU2V,2025-08-10 03:30:07,Long Range,4,27.25,Clear
NHB250810033304.RAWGU2Z,2025-08-10 03:33:04,Short Range,8,26.86,Clear
NHB250810034008.RAWGU32,2025-08-10 03:40:08,Long Range,4,27.79,Clear
NHB250810034304.RAWGU36,2025-08-10 03:43:04,Short Range,8,26.59,Clear
NHB250810035008.RAWGU39,2025-08-10 03:50:08,Long Range,4,27.77,Clear
NHB250810035303.RAWGU3D,2025-08-10 03:53:03,Short Range,8,26.0,Clear
NHB250810040008.RAWGU3G,2025-08-10 04:00:08,Long Range,4,27.22,Clear
NHB250810040303.RAWGU3L,2025-08-10 04:03:03,Short Range,8,26.58,Clear
NHB250810041008.RAWGU3P,2025-08-10 04:10:08,Long Range,4,26.68,Clear
NHB250810041303.RAWGU3U,2025-08-10 04:13:03,Short Range,8,27.21,Clear
NHB250810042008.RAWGU3X,2025-08-10 04:20:08,Long Range,4,28.37,Clear
NHB250810042304.RAWGU41,2025-08-10 04:23:04,Short Range,8,26.33,Clear
NHB250810043008.RAWGU44,2025-08-10 04:30:08,Long Range,4,27.75,Clear
NHB250810043303.RAWGU48,2025-08-10 04:33:03,Short Range,8,27.11,Clear
NHB250810044008.RAWGU4B,2025-08-10 04:40:08,Long Range,4,27.06,Clear
NHB250810044304.RAWGU4F,2025-08-10 04:43:04,Short Range,8,26.18,Clear
NHB250810045008.RAWGU4J,2025-08-10 04:50:08,Long Range,4,27.54,Clear
NHB250810045303.RAWGU4N,2025-08-10 04:53:03,Short Range,8,25.6,Clear
NHB250810050007.RAWGU4S,2025-08-10 05:00:07,Long Range,4,27.79,Clear
NHB250810050303.RAWGU4W,2025-08-10 05:03:03,Short Range,8,25.85,Clear
NHB250810051008.RAWGU4Z,2025-08-10 05:10:08,Long Range,4,28.72,Clear
NHB250810051303.RAWGU53,2025-08-10 05:13:03,Short Range,8,26.64,Clear
NHB250810052008.RAWGU56,2025-08-10 05:20:08,Long Range,4,31.63,Light rain
NHB250810052303.RAWGU5A,2025-08-10 05:23:03,Short Range,8,25.88,Clear
NHB250810053008.RAWGU5D,2025-08-10 05:30:08,Long Range,4,30.99,Light rain
NHB250810053304.RAWGU5H,2025-08-10 05:33:04,Short Range,8,25.57,Clear
NHB250810054007.RAWGU5L,2025-08-10 05:40:07,Long Range,4,32.12,Light rain
NHB250810054303.RAWGU5R,2025-08-10 05:43:03,Short Range,8,25.72,Clear
NHB250810055008.RAWGU5U,2025-08-10 05:50:08,Long Range,4,32.98,Light rain
NHB250810055303.RAWGU5Y,2025-08-10 05:53:03,Short Range,8,26.02,Clear
NHB250810060008.RAWGU61,2025-08-10 06:00:08,Long Range,4,33.95,Light rain
NHB250810060303.RAWGU65,2025-08-10 06:03:03,Short Range,8,26.41,Clear
NHB250810061007.RAWGU68,2025-08-10 06:10:07,Long Range,4,34.46,Light rain
NHB250810061303.RAWGU6C,2025-08-10 06:13:03,Short Range,8,26.51,Clear
NHB250810062007.RAWGU6F,2025-08-10 06:20:07,Long Range,4,35.05,Light rain
NHB250810062304.RAWGU6K,2025-08-10 06:23:04,Short Range,8,27.69,Clear
NHB250810063008.RAWGU6N,2025-08-10 06:30:08,Long Range,4,36.22,Light rain
NHB250810063303.RAWGU6T,2025-08-10 06:33:03,Short Range,8,28.34,Clear
NHB250810064007.RAWGU6W,2025-08-10 06:40:07,Long Range,4,37.11,Light rain
NHB250810064304.RAWGU70,2025-08-10 06:43:04,Short Range,8,27.19,Clear
NHB250810065008.RAWGU73,2025-08-10 06:50:08,Long Range,4,37.67,Light rain
NHB250810065304.RAWGU77,2025-08-10 06:53:04,Short Range,8,28.11,Clear
NHB250810070007.RAWGU7A,2025-08-10 07:00:07,Long Range,4,38.7,Light rain
NHB250810070303.RAWGU7E,2025-08-10 07:03:03,Short Range,8,30.31,Light rain
NHB250810071009.RAWGU7H,2025-08-10 07:10:09,Long Range,4,39.61,Light rain
NHB250810071303.RAWGU7M,2025-08-10 07:13:03,Short Range,8,32.28,Light rain
NHB250810072008.RAWGU7R,2025-08-10 07:20:08,Long Range,4,41.52,Moderate rain
NHB250810072303.RAWGU7V,2025-08-10 07:23:03,Short Range,8,34.5,Light rain
NHB250810073007.RAWGU7Y,2025-08-10 07:30:07,Long Range,4,41.71,Moderate rain
NHB250810073304.RAWGU82,2025-08-10 07:33:04,Short Range,8,35.55,Light rain
NHB250810074007.RAWGU85,2025-08-10 07:40:07,Long Range,4,42.28,Moderate rain
NHB250810074303.RAWGU89,2025-08-10 07:43:03,Short Range,8,38.4,Light rain
NHB250810075009.RAWGU8C,2025-08-10 07:50:09,Long Range,4,42.55,Moderate rain
NHB250810075304.RAWGU8G,2025-08-10 07:53:04,Short Range,8,38.44,Light rain
NHB250810080007.RAWGU8K,2025-08-10 08:00:07,Long Range,4,42.04,Moderate rain
NHB250810080303.RAWGU8P,2025-08-10 08:03:03,Short Range,8,38.42,Light rain
NHB250810081008.RAWGU8T,2025-08-10 08:10:08,Long Range,4,41.94,Moderate rain
NHB250810081303.RAWGU8X,2025-08-10 08:13:03,Short Range,8,38.74,Light rain
NHB250810082007.RAWGU90,2025-08-10 08:20:07,Long Range,4,43.85,Moderate rain
NHB250810082304.RAWGU94,2025-08-10 08:23:04,Short Range,8,40.88,Moderate rain
NHB250810083008.RAWGU97,2025-08-10 08:30:08,Long Range,4,44.48,Moderate rain
NHB250810083304.RAWGU9B,2025-08-10 08:33:04,Short Range,8,42.53,Moderate rain
NHB250810084008.RAWGU9E,2025-08-10 08:40:08,Long Range,4,44.05,Moderate rain
NHB250810084303.RAWGU9J,2025-08-10 08:43:03,Short Range,8,42.76,Moderate rain
NHB250810085007.RAWGU9M,2025-08-10 08:50:07,Long Range,4,45.35,Moderate rain
NHB250810085303.RAWGU9S,2025-08-10 08:53:03,Short Range,8,46.4,Moderate rain
NHB250810090008.RAWGU9V,2025-08-10 09:00:08,Long Range,4,46.68,Moderate rain
NHB250810090303.RAWGU9Z,2025-08-10 09:03:03,Short Range,8,49.69,Heavy rain
NHB250810091009.RAWGUA2,2025-08-10 09:10:09,Long Range,4,47.96,Heavy rain
NHB250810091303.RAWGUA6,2025-08-10 09:13:03,Short Range,8,51.33,Heavy rain
NHB250810092007.RAWGUA9,2025-08-10 09:20:07,Long Range,4,48.05,Heavy rain
NHB250810092303.RAWGUAD,2025-08-10 09:23:03,Short Range,8,52.47,Heavy rain
NHB250810093008.RAWGUAG,2025-08-10 09:30:08,Long Range,4,48.78,Heavy rain
NHB250810093303.RAWGUAL,2025-08-10 09:33:03,Short Range,8,53.23,Heavy rain
NHB250810094007.RAWGUAP,2025-08-10 09:40:07,Long Range,4,48.13,Heavy rain
NHB250810094303.RAWGUAU,2025-08-10 09:43:03,Short Range,8,53.86,Heavy rain
NHB250810095008.RAWGUAX,2025-08-10 09:50:08,Long Range,4,46.87,Moderate rain
NHB250810095304.RAWGUB1,2025-08-10 09:53:04,Short Range,8,53.58,Heavy rain
NHB250810100008.RAWGUB4,2025-08-10 10:00:08,Long Range,4,48.27,Heavy rain
NHB250810100303.RAWGUB8,2025-08-10 10:03:03,Short Range,8,53.46,Heavy rain
NHB250810101008.RAWGUBB,2025-08-10 10:10:08,Long Range,4,50.36,Heavy rain
NHB250810101304.RAWGUBF,2025-08-10 10:13:04,Short Range,8,53.7,Heavy rain
NHB250810102007.RAWGUBJ,2025-08-10 10:20:07,Long Range,4,50.17,Heavy rain
NHB250810102303.RAWGUBN,2025-08-10 10:23:03,Short Range,8,52.23,Heavy rain
NHB250810103008.RAWGUBS,2025-08-10 10:30:08,Long Range,4,50.27,Heavy rain
NHB250810103304.RAWGUBW,2025-08-10 10:33:04,Short Range,8,54.58,Heavy rain
NHB250810104008.RAWGUBZ,2025-08-10 10:40:08,Long Range,4,51.07,Heavy rain
NHB250810104304.RAWGUC3,2025-08-10 10:43:04,Short Range,8,56.1,Very heavy rain
NHB250810105007.RAWGUC6,2025-08-10 10:50:07,Long Range,4,50.99,Heavy rain
NHB250810105303.RAWGUCA,2025-08-10 10:53:03,Short Range,8,55.34,Very heavy rain
NHB250810110007.RAWGUCD,2025-08-10 11:00:07,Long Range,4,50.32,Heavy rain
NHB250810110303.RAWGUCH,2025-08-10 11:03:03,Short Range,8,56.57,Very heavy rain
NHB250810111008.RAWGUCL,2025-08-10 11:10:08,Long Range,4,51.72,Heavy rain
NHB250810111304.RAWGUCR,2025-08-10 11:13:04,Short Range,8,57.19,Very heavy rain
NHB250810112007.RAWGUCU,2025-08-10 11:20:07,Long Range,4,53.65,Heavy rain
NHB250810112303.RAWGUCY,2025-08-10 11:23:03,Short Range,8,56.3,Very heavy rain
NHB250810113008.RAWGUD1,2025-08-10 11:30:08,Long Range,4,52.55,Heavy rain
NHB250810113303.RAWGUD5,2025-08-10 11:33:03,Short Range,8,55.92,Very heavy rain
NHB250810114007.RAWGUD8,2025-08-10 11:40:07,Long Range,4,52.14,Heavy rain
NHB250810114303.RAWGUDC,2025-08-10 11:43:03,Short Range,8,54.77,Heavy rain
NHB250810115008.RAWGUDF,2025-08-10 11:50:08,Long Range,4,51.73,Heavy rain
NHB250810115303.RAWGUDK,2025-08-10 11:53:03,Short Range,8,53.66,Heavy rain
NHB250810120008.RAWGUDN,2025-08-10 12:00:08,Long Range,4,49.92,Heavy rain
NHB250810120304.RAWGUDT,2025-08-10 12:03:04,Short Range,8,50.89,Heavy rain
NHB250810121008.RAWGUDW,2025-08-10 12:10:08,Long Range,4,47.74,Heavy rain
NHB250810121303.RAWGUE0,2025-08-10 12:13:03,Short Range,8,49.9,Heavy rain
NHB250810122008.RAWGUE3,2025-08-10 12:20:08,Long Range,4,45.84,Moderate rain
NHB250810122304.RAWGUE7,2025-08-10 12:23:04,Short Range,8,47.3,Moderate rain
NHB250810123007.RAWGUEA,2025-08-10 12:30:07,Long Range,4,44.79,Moderate rain
NHB250810123303.RAWGUEE,2025-08-10 12:33:03,Short Range,8,45.3,Moderate rain
NHB250810124008.RAWGUEH,2025-08-10 12:40:08,Long Range,4,43.93,Moderate rain
NHB250810124303.RAWGUEM,2025-08-10 12:43:03,Short Range,8,43.65,Moderate rain
NHB250810125008.RAWGUER,2025-08-10 12:50:08,Long Range,4,43.81,Moderate rain
NHB250810125303.RAWGUEV,2025-08-10 12:53:03,Short Range,8,42.68,Moderate rain
NHB250810130008.RAWGUEY,2025-08-10 13:00:08,Long Range,4,42.27,Moderate rain
NHB250810130303.RAWGUF2,2025-08-10 13:03:03,Short Range,8,40.37,Moderate rain
NHB250810131007.RAWGUF5,2025-08-10 13:10:07,Long Range,4,40.37,Moderate rain
NHB250810131304.RAWGUF9,2025-08-10 13:13:04,Short Range,8,39.81,Light rain
NHB250810132008.RAWGUFC,2025-08-10 13:20:08,Long Range,4,40.04,Moderate rain
NHB250810132303.RAWGUFG,2025-08-10 13:23:03,Short Range,8,40.05,Moderate rain
NHB250810133007.RAWGUFK,2025-08-10 13:30:07,Long Range,4,39.93,Light rain
NHB250810133303.RAWGUFP,2025-08-10 13:33:03,Short Range,8,39.69,Light rain
NHB250810134007.RAWGUFT,2025-08-10 13:40:07,Long Range,4,39.82,Light rain
NHB250810134304.RAWGUFX,2025-08-10 13:43:04,Short Range,8,38.98,Light rain
NHB250810135008.RAWGUG0,2025-08-10 13:50:08,Long Range,4,39.82,Light rain
NHB250810135304.RAWGUG4,2025-08-10 13:53:04,Short Range,8,37.88,Light rain
NHB250810140007.RAWGUG7,2025-08-10 14:00:07,Long Range,4,39.58,Light rain
NHB250810140304.RAWGUGB,2025-08-10 14:03:04,Short Range,8,36.0,Light rain
NHB250810141007.RAWGUGE,2025-08-10 14:10:07,Long Range,4,38.32,Light rain
NHB250810141303.RAWGUGJ,2025-08-10 14:13:03,Short Range,8,33.77,Light rain
NHB250810142007.RAWGUGM,2025-08-10 14:20:07,Long Range,4,38.75,Light rain
NHB250810142303.RAWGUGS,2025-08-10 14:23:03,Short Range,8,32.1,Light rain
NHB250810143008.RAWGUGV,2025-08-10 14:30:08,Long Range,4,38.31,Light rain
NHB250810143304.RAWGUGZ,2025-08-10 14:33:04,Short Range,8,30.86,Light rain
NHB250810144008.RAWGUH2,2025-08-10 14:40:08,Long Range,4,38.36,Light rain
NHB250810144304.RAWGUH6,2025-08-10 14:43:04,Short Range,8,30.02,Light rain
NHB250810145007.RAWGUH9,2025-08-10 14:50:07,Long Range,4,37.77,Light rain
NHB250810145303.RAWGUHD,2025-08-10 14:53:03,Short Range,8,29.3,Clear
NHB250810150007.RAWGUHG,2025-08-10 15:00:07,Long Range,4,37.39,Light rain
NHB250810150303.RAWGUHL,2025-08-10 15:03:03,Short Range,8,30.27,Light rain
NHB250810151008.RAWGUHP,2025-08-10 15:10:08,Long Range,4,37.28,Light rain
NHB250810151304.RAWGUHU,2025-08-10 15:13:04,Short Range,8,30.71,Light rain
NHB250810152007.RAWGUHX,2025-08-10 15:20:07,Long Range,4,36.5,Light rain
NHB250810152304.RAWGUJ1,2025-08-10 15:23:04,Short Range,8,29.0,Clear
NHB250810153008.RAWGUJ4,2025-08-10 15:30:08,Long Range,4,36.29,Light rain
NHB250810153303.RAWGUJ8,2025-08-10 15:33:03,Short Range,8,28.6,Clear
NHB250810154008.RAWGUJB,2025-08-10 15:40:08,Long Range,4,35.4,Light rain
NHB250810154305.RAWGUJF,2025-08-10 15:43:05,Short Range,8,28.04,Clear
