group_id,t0,file_t0,t3,file_t3,t10,file_t10,t13,file_t13
662,2025-08-10 04:40:08,NHB250810044008.RAWGU4B,2025-08-10 04:43:04,NHB250810044304.RAWGU4F,2025-08-10 04:50:08,NHB250810045008.RAWGU4J,2025-08-10 04:53:03,NHB250810045303.RAWGU4N
663,2025-08-10 05:00:07,NHB250810050007.RAWGU4S,2025-08-10 05:03:03,NHB250810050303.RAWGU4W,2025-08-10 05:10:08,NHB250810051008.RAWGU4Z,2025-08-10 05:13:03,NHB250810051303.RAWGU53
664,2025-08-10 05:20:08,NHB250810052008.RAWGU56,2025-08-10 05:23:03,NHB250810052303.RAWGU5A,2025-08-10 05:30:08,NHB250810053008.RAWGU5D,2025-08-10 05:33:04,NHB250810053304.RAWGU5H
665,2025-08-10 05:40:07,NHB250810054007.RAWGU5L,2025-08-10 05:43:03,NHB250810054303.RAWGU5R,2025-08-10 05:50:08,NHB250810055008.RAWGU5U,2025-08-10 05:53:03,NHB250810055303.RAWGU5Y
666,2025-08-10 06:00:08,NHB250810060008.RAWGU61,2025-08-10 06:03:03,NHB250810060303.RAWGU65,2025-08-10 06:10:07,NHB250810061007.RAWGU68,2025-08-10 06:13:03,NHB250810061303.RAWGU6C
667,2025-08-10 06:20:07,NHB250810062007.RAWGU6F,2025-08-10 06:23:04,NHB250810062304.RAWGU6K,2025-08-10 06:30:08,NHB250810063008.RAWGU6N,2025-08-10 06:33:03,NHB250810063303.RAWGU6T
668,2025-08-10 06:40:07,NHB250810064007.RAWGU6W,2025-08-10 06:43:04,NHB250810064304.RAWGU70,2025-08-10 06:50:08,NHB250810065008.RAWGU73,2025-08-10 06:53:04,NHB250810065304.RAWGU77
669,2025-08-10 07:00:07,NHB250810070007.RAWGU7A,2025-08-10 07:03:03,NHB250810070303.RAWGU7E,2025-08-10 07:10:09,NHB250810071009.RAWGU7H,2025-08-10 07:13:03,NHB250810071303.RAWGU7M
670,2025-08-10 07:20:08,NHB250810072008.RAWGU7R,2025-08-10 07:23:03,NHB250810072303.RAWGU7V,2025-08-10 07:30:07,NHB250810073007.RAWGU7Y,2025-08-10 07:33:04,NHB250810073304.RAWGU82
671,2025-08-10 07:40:07,NHB250810074007.RAWGU85,2025-08-10 07:43:03,NHB250810074303.RAWGU89,2025-08-10 07:50:09,NHB250810075009.RAWGU8C,2025-08-10 07:53:04,NHB250810075304.RAWGU8G
672,2025-08-10 08:00:07,NHB250810080007.RAWGU8K,2025-08-10 08:03:03,NHB250810080303.RAWGU8P,2025-08-10 08:10:08,NHB250810081008.RAWGU8T,2025-08-10 08:13:03,NHB250810081303.RAWGU8X
673,2025-08-10 08:20:07,NHB250810082007.RAWGU90,2025-08-10 08:23:04,NHB250810082304.RAWGU94,2025-08-10 08:30:08,NHB250810083008.RAWGU97,2025-08-10 08:33:04,NHB250810083304.RAWGU9B
674,2025-08-10 08:40:08,NHB250810084008.RAWGU9E,2025-08-10 08:43:03,NHB250810084303.RAWGU9J,2025-08-10 08:50:07,NHB250810085007.RAWGU9M,2025-08-10 08:53:03,NHB250810085303.RAWGU9S
675,2025-08-10 09:00:08,NHB250810090008.RAWGU9V,2025-08-10 09:03:03,NHB250810090303.RAWGU9Z,2025-08-10 09:10:09,NHB250810091009.RAWGUA2,2025-08-10 09:13:03,NHB250810091303.RAWGUA6
676,2025-08-10 09:20:07,NHB250810092007.RAWGUA9,2025-08-10 09:23:03,NHB250810092303.RAWGUAD,2025-08-10 09:30:08,NHB250810093008.RAWGUAG,2025-08-10 09:33:03,NHB250810093303.RAWGUAL
677,2025-08-10 09:40:07,NHB250810094007.RAWGUAP,2025-08-10 09:43:03,NHB250810094303.RAWGUAU,2025-08-10 09:50:08,NHB250810095008.RAWGUAX,2025-08-10 09:53:04,NHB250810095304.RAWGUB1
678,2025-08-10 10:00:08,NHB250810100008.RAWGUB4,2025-08-10 10:03:03,NHB250810100303.RAWGUB8,2025-08-10 10:10:08,NHB250810101008.RAWGUBB,2025-08-10 10:13:04,NHB250810101304.RAWGUBF
679,2025-08-10 10:20:07,NHB250810102007.RAWGUBJ,2025-08-10 10:23:03,NHB250810102303.RAWGUBN,2025-08-10 10:30:08,NHB250810103008.RAWGUBS,2025-08-10 10:33:04,NHB250810103304.RAWGUBW
680,2025-08-10 10:40:08,NHB250810104008.RAWGUBZ,2025-08-10 10:43:04,NHB250810104304.RAWGUC3,2025-08-10 10:50:07,NHB250810105007.RAWGUC6,2025-08-10 10:53:03,NHB250810105303.RAWGUCA
681,2025-08-10 11:00:07,NHB250810110007.RAWGUCD,2025-08-10 11:03:03,NHB250810110303.RAWGUCH,2025-08-10 11:10:08,NHB250810111008.RAWGUCL,2025-08-10 11:13:04,NHB250810111304.RAWGUCR
682,2025-08-10 11:20:07,NHB250810112007.RAWGUCU,2025-08-10 11:23:03,NHB250810112303.RAWGUCY,2025-08-10 11:30:08,NHB250810113008.RAWGUD1,2025-08-10 11:33:03,NHB250810113303.RAWGUD5
683,2025-08-10 11:40:07,NHB250810114007.RAWGUD8,2025-08-10 11:43:03,NHB250810114303.RAWGUDC,2025-08-10 11:50:08,NHB250810115008.RAWGUDF,2025-08-10 11:53:03,NHB250810115303.RAWGUDK
684,2025-08-10 12:00:08,NHB250810120008.RAWGUDN,2025-08-10 12:03:04,NHB250810120304.RAWGUDT,2025-08-10 12:10:08,NHB250810121008.RAWGUDW,2025-08-10 12:13:03,NHB250810121303.RAWGUE0
685,2025-08-10 12:20:08,NHB250810122008.RAWGUE3,2025-08-10 12:23:04,NHB250810122304.RAWGUE7,2025-08-10 12:30:07,NHB250810123007.RAWGUEA,2025-08-10 12:33:03,NHB250810123303.RAWGUEE
686,2025-08-10 12:40:08,NHB250810124008.RAWGUEH,2025-08-10 12:43:03,NHB250810124303.RAWGUEM,2025-08-10 12:50:08,NHB250810125008.RAWGUER,2025-08-10 12:53:03,NHB250810125303.RAWGUEV
687,2025-08-10 13:00:08,NHB250810130008.RAWGUEY,2025-08-10 13:03:03,NHB250810130303.RAWGUF2,2025-08-10 13:10:07,NHB250810131007.RAWGUF5,2025-08-10 13:13:04,NHB250810131304.RAWGUF9
688,2025-08-10 13:20:08,NHB250810132008.RAWGUFC,2025-08-10 13:23:03,NHB250810132303.RAWGUFG,2025-08-10 13:30:07,NHB250810133007.RAWGUFK,2025-08-10 13:33:03,NHB250810133303.RAWGUFP
689,2025-08-10 13:40:07,NHB250810134007.RAWGUFT,2025-08-10 13:43:04,NHB250810134304.RAWGUFX,2025-08-10 13:50:08,NHB250810135008.RAWGUG0,2025-08-10 13:53:04,NHB250810135304.RAWGUG4
690,2025-08-10 14:00:07,NHB250810140007.RAWGUG7,2025-08-10 14:03:04,NHB250810140304.RAWGUGB,2025-08-10 14:10:07,NHB250810141007.RAWGUGE,2025-08-10 14:13:03,NHB250810141303.RAWGUGJ
691,2025-08-10 14:20:07,NHB250810142007.RAWGUGM,2025-08-10 14:23:03,NHB250810142303.RAWGUGS,2025-08-10 14:30:08,NHB250810143008.RAWGUGV,2025-08-10 14:33:04,NHB250810143304.RAWGUGZ
692,2025-08-10 14:40:08,NHB250810144008.RAWGUH2,2025-08-10 14:43:04,NHB250810144304.RAWGUH6,2025-08-10 14:50:07,NHB250810145007.RAWGUH9,2025-08-10 14:53:03,NHB250810145303.RAWGUHD
693,2025-08-10 15:00:07,NHB250810150007.RAWGUHG,2025-08-10 15:03:03,NHB250810150303.RAWGUHL,2025-08-10 15:10:08,NHB250810151008.RAWGUHP,2025-08-10 15:13:04,NHB250810151304.RAWGUHU
694,2025-08-10 15:20:07,NHB250810152007.RAWGUHX,2025-08-10 15:23:04,NHB250810152304.RAWGUJ1,2025-08-10 15:30:08,NHB250810153008.RAWGUJ4,2025-08-10 15:33:03,NHB250810153303.RAWGUJ8
695,2025-08-10 15:40:08,NHB250810154008.RAWGUJB,2025-08-10 15:43:05,NHB250810154305.RAWGUJF,2025-08-10 15:50:08,NHB250810155008.RAWGUJJ,2025-08-10 15:53:03,NHB250810155303.RAWGUJN
696,2025-08-10 16:00:07,NHB250810160007.RAWGUJS,2025-08-10 16:03:03,NHB250810160303.RAWGUJW,2025-08-10 16:10:08,NHB250810161008.RAWGUJZ,2025-08-10 16:13:04,NHB250810161304.RAWGUK3
697,2025-08-10 16:20:08,NHB250810162008.RAWGUK6,2025-08-10 16:23:03,NHB250810162303.RAWGUKA,2025-08-10 16:30:07,NHB250810163007.RAWGUKD,2025-08-10 16:33:04,NHB250810163304.RAWGUKH
698,2025-08-10 16:40:08,NHB250810164008.RAWGUKL,2025-08-10 16:43:04,NHB250810164304.RAWGUKR,2025-08-10 16:50:08,NHB250810165008.RAWGUKU,2025-08-10 16:53:03,NHB250810165303.RAWGUKY
699,2025-08-10 17:00:08,NHB250810170008.RAWGUL1,2025-08-10 17:03:03,NHB250810170303.RAWGUL5,2025-08-10 17:10:07,NHB250810171007.RAWGUL8,2025-08-10 17:13:04,NHB250810171304.RAWGULC
700,2025-08-10 17:20:07,NHB250810172007.RAWGULF,2025-08-10 17:23:03,NHB250810172303.RAWGULK,2025-08-10 17:30:09,NHB250810173009.RAWGULN,2025-08-10 17:33:03,NHB250810173303.RAWGULT
701,2025-08-10 17:40:07,NHB250810174007.RAWGULW,2025-08-10 17:43:04,NHB250810174304.RAWGUM0,2025-08-10 17:50:07,NHB250810175007.RAWGUM3,2025-08-10 17:53:04,NHB250810175304.RAWGUM7
702,2025-08-10 18:00:08,NHB250810180008.RAWGUMA,2025-08-10 18:03:04,NHB250810180304.RAWGUME,2025-08-10 18:10:08,NHB250810181008.RAWGUMH,2025-08-10 18:13:04,NHB250810181304.RAWGUMM
703,2025-08-10 18:20:08,NHB250810182008.RAWGUMR,2025-08-10 18:23:03,NHB250810182303.RAWGUMV,2025-08-10 18:30:08,NHB250810183008.RAWGUMY,2025-08-10 18:33:03,NHB250810183303.RAWGUN2
704,2025-08-10 18:40:07,NHB250810184007.RAWGUN5,2025-08-10 18:43:03,NHB250810184303.RAWGUN9,2025-08-10 18:50:08,NHB250810185008.RAWGUNC,2025-08-10 18:53:03,NHB250810185303.RAWGUNG
705,2025-08-10 19:00:07,NHB250810190007.RAWGUNK,2025-08-10 19:03:03,NHB250810190303.RAWGUNP,2025-08-10 19:10:08,NHB250810191008.RAWGUNT,2025-08-10 19:13:04,NHB250810191304.RAWGUNX
706,2025-08-10 19:20:07,NHB250810192007.RAWGUP0,2025-08-10 19:23:04,NHB250810192304.RAWGUP4,2025-08-10 19:30:08,NHB250810193008.RAWGUP7,2025-08-10 19:33:04,NHB250810193304.RAWGUPB
707,2025-08-10 19:40:07,NHB250810194007.RAWGUPE,2025-08-10 19:43:03,NHB250810194303.RAWGUPJ,2025-08-10 19:50:07,NHB250810195007.RAWGUPM,2025-08-10 19:53:03,NHB250810195303.RAWGUPS
708,2025-08-10 20:00:08,NHB250810200008.RAWGUPV,2025-08-10 20:03:04,NHB250810200304.RAWGUPZ,2025-08-10 20:10:07,NHB250810201007.RAWGUR2,2025-08-10 20:13:03,NHB250810201303.RAWGUR6
709,2025-08-10 20:20:07,NHB250810202007.RAWGUR9,2025-08-10 20:23:04,NHB250810202304.RAWGURD,2025-08-10 20:30:08,NHB250810203008.RAWGURG,2025-08-10 20:33:04,NHB250810203304.RAWGURL
710,2025-08-10 20:40:08,NHB250810204008.RAWGURP,2025-08-10 20:43:03,NHB250810204303.RAWGURU,2025-08-10 20:50:08,NHB250810205008.RAWGURX,2025-08-10 20:53:03,NHB250810205303.RAWGUS1
711,2025-08-10 21:00:08,NHB250810210008.RAWGUS4,2025-08-10 21:03:04,NHB250810210304.RAWGUS8,2025-08-10 21:10:09,NHB250810211009.RAWGUSB,2025-08-10 21:13:03,NHB250810211303.RAWGUSF
712,2025-08-10 21:20:08,NHB250810212008.RAWGUSJ,2025-08-10 21:23:03,NHB250810212303.RAWGUSN,2025-08-10 21:30:07,NHB250810213007.RAWGUSS,2025-08-10 21:33:04,NHB250810213304.RAWGUSW
713,2025-08-10 21:40:07,NHB250810214007.RAWGUSZ,2025-08-10 21:43:03,NHB250810214303.RAWGUT3,2025-08-10 21:50:07,NHB250810215007.RAWGUT6,2025-08-10 21:53:04,NHB250810215304.RAWGUTA
714,2025-08-10 22:00:07,NHB250810220007.RAWGUTD,2025-08-10 22:03:03,NHB250810220303.RAWGUTH,2025-08-10 22:10:08,NHB250810221008.RAWGUTL,2025-08-10 22:13:04,NHB250810221304.RAWGUTR
715,2025-08-10 22:20:08,NHB250810222008.RAWGUTU,2025-08-10 22:23:03,NHB250810222303.RAWGUTY,2025-08-10 22:30:07,NHB250810223007.RAWGUU1,2025-08-10 22:33:03,NHB250810223303.RAWGUU5
716,2025-08-10 22:40:07,NHB250810224007.RAWGUU8,2025-08-10 22:43:03,NHB250810224303.RAWGUUC,2025-08-10 22:50:08,NHB250810225008.RAWGUUF,2025-08-10 22:53:03,NHB250810225303.RAWGUUK
717,2025-08-10 23:00:08,NHB250810230008.RAWGUUN,2025-08-10 23:03:03,NHB250810230303.RAWGUUT,2025-08-10 23:10:07,NHB250810231007.RAWGUUW,2025-08-10 23:13:03,NHB250810231303.RAWGUV0
718,2025-08-10 23:20:07,NHB250810232007.RAWGUV3,2025-08-10 23:23:04,NHB250810232304.RAWGUV7,2025-08-10 23:30:07,NHB250810233007.RAWGUVA,2025-08-10 23:33:03,NHB250810233303.RAWGUVE
719,2025-08-10 23:40:07,NHB250810234007.RAWGUVH,2025-08-10 23:43:04,NHB250810234304.RAWGUVM,2025-08-10 23:50:08,NHB250810235008.RAWGUVR,2025-08-10 23:53:04,NHB250810235304.RAWGUVV
720,2025-08-11 00:00:08,NHB250811000008.RAWGUVY,2025-08-11 00:03:04,NHB250811000304.RAWGUW2,2025-08-11 00:10:07,NHB250811001007.RAWGUW5,2025-08-11 00:13:04,NHB250811001304.RAWGUW9
721,2025-08-11 00:20:08,NHB250811002008.RAWGUWC,2025-08-11 00:23:03,NHB250811002303.RAWGUWG,2025-08-11 00:30:08,NHB250811003008.RAWGUWK,2025-08-11 00:33:04,NHB250811003304.RAWGUWP
722,2025-08-11 00:40:08,NHB250811004008.RAWGUWT,2025-08-11 00:43:04,NHB250811004304.RAWGUWX,2025-08-11 00:50:08,NHB250811005008.RAWGUX0,2025-08-11 00:53:03,NHB250811005303.RAWGUX4
723,2025-08-11 01:00:08,NHB250811010008.RAWGUX7,2025-08-11 01:03:03,NHB250811010303.RAWGUXB,2025-08-11 01:10:08,NHB250811011008.RAWGUXE,2025-08-11 01:13:04,NHB250811011304.RAWGUXJ
724,2025-08-11 01:20:08,NHB250811012008.RAWGUXM,2025-08-11 01:23:03,NHB250811012303.RAWGUXS,2025-08-11 01:30:07,NHB250811013007.RAWGUXV,2025-08-11 01:33:03,NHB250811013303.RAWGUXZ
725,2025-08-11 01:40:08,NHB250811014008.RAWGUY2,2025-08-11 01:43:03,NHB250811014303.RAWGUY6,2025-08-11 01:50:08,NHB250811015008.RAWGUY9,2025-08-11 01:53:04,NHB250811015304.RAWGUYD
726,2025-08-11 02:00:08,NHB250811020008.RAWGUYG,2025-08-11 02:03:03,NHB250811020303.RAWGUYL,2025-08-11 02:10:07,NHB250811021007.RAWGUYP,2025-08-11 02:13:04,NHB250811021304.RAWGUYU
727,2025-08-11 02:20:08,NHB250811022008.RAWGUYX,2025-08-11 02:23:03,NHB250811022303.RAWGUZ1,2025-08-11 02:30:08,NHB250811023008.RAWGUZ4,2025-08-11 02:33:03,NHB250811023303.RAWGUZ8
728,2025-08-11 02:40:08,NHB250811024008.RAWGUZB,2025-08-11 02:43:04,NHB250811024304.RAWGUZF,2025-08-11 02:50:08,NHB250811025008.RAWGUZJ,2025-08-11 02:53:04,NHB250811025304.RAWGUZN
729,2025-08-11 03:00:08,NHB250811030008.RAWGUZS,2025-08-11 03:03:03,NHB250811030303.RAWGUZW,2025-08-11 03:10:07,NHB250811031007.RAWGUZZ,2025-08-11 03:13:03,NHB250811031303.RAWGV03
730,2025-08-11 03:20:07,NHB250811032007.RAWGV06,2025-08-11 03:23:03,NHB250811032303.RAWGV0A,2025-08-11 03:30:08,NHB250811033008.RAWGV0D,2025-08-11 03:33:03,NHB250811033303.RAWGV0H
731,2025-08-11 03:40:08,NHB250811034008.RAWGV0L,2025-08-11 03:43:03,NHB250811034303.RAWGV0R,2025-08-11 03:50:08,NHB250811035008.RAWGV0U,2025-08-11 03:53:04,NHB250811035304.RAWGV0Y
732,2025-08-11 04:00:08,NHB250811040008.RAWGV11,2025-08-11 04:03:04,NHB250811040304.RAWGV15,2025-08-11 04:10:07,NHB250811041007.RAWGV18,2025-08-11 04:13:03,NHB250811041303.RAWGV1C
733,2025-08-11 04:20:08,NHB250811042008.RAWGV1F,2025-08-11 04:23:04,NHB250811042304.RAWGV1K,2025-08-11 04:30:09,NHB250811043009.RAWGV1N,2025-08-11 04:33:03,NHB250811043303.RAWGV1T
734,2025-08-11 04:40:07,NHB250811044007.RAWGV1W,2025-08-11 04:43:04,NHB250811044304.RAWGV20,2025-08-11 04:50:07,NHB250811045007.RAWGV23,2025-08-11 04:53:03,NHB250811045303.RAWGV27
735,2025-08-11 05:00:07,NHB250811050007.RAWGV2A,2025-08-11 05:03:03,NHB250811050303.RAWGV2E,2025-08-11 05:10:07,NHB250811051007.RAWGV2H,2025-08-11 05:13:03,NHB250811051303.RAWGV2M
736,2025-08-11 05:20:07,NHB250811052007.RAWGV2R,2025-08-11 05:23:04,NHB250811052304.RAWGV2V,2025-08-11 05:30:08,NHB250811053008.RAWGV2Y,2025-08-11 05:33:04,NHB250811053304.RAWGV32
737,2025-08-11 05:40:07,NHB250811054007.RAWGV35,2025-08-11 05:43:04,NHB250811054304.RAWGV39,2025-08-11 05:50:09,NHB250811055009.RAWGV3C,2025-08-11 05:53:03,NHB250811055303.RAWGV3G
738,2025-08-11 06:00:07,NHB250811060007.RAWGV3K,2025-08-11 06:03:04,NHB250811060304.RAWGV3P,2025-08-11 06:10:08,NHB250811061008.RAWGV3T,2025-08-11 06:13:03,NHB250811061303.RAWGV3X
739,2025-08-11 06:20:07,NHB250811062007.RAWGV40,2025-08-11 06:23:03,NHB250811062303.RAWGV44,2025-08-11 06:30:08,NHB250811063008.RAWGV47,2025-08-11 06:33:04,NHB250811063304.RAWGV4B
740,2025-08-11 06:40:08,NHB250811064008.RAWGV4E,2025-08-11 06:43:03,NHB250811064303.RAWGV4J,2025-08-11 06:50:08,NHB250811065008.RAWGV4M,2025-08-11 06:53:03,NHB250811065303.RAWGV4S
741,2025-08-11 07:00:07,NHB250811070007.RAWGV4V,2025-08-11 07:03:04,NHB250811070304.RAWGV4Z,2025-08-11 07:10:08,NHB250811071008.RAWGV52,2025-08-11 07:13:04,NHB250811071304.RAWGV56
742,2025-08-11 07:20:08,NHB250811072008.RAWGV59,2025-08-11 07:23:03,NHB250811072303.RAWGV5D,2025-08-11 07:30:07,NHB250811073007.RAWGV5G,2025-08-11 07:33:04,NHB250811073304.RAWGV5L
743,2025-08-11 07:40:08,NHB250811074008.RAWGV5P,2025-08-11 07:43:03,NHB250811074303.RAWGV5U,2025-08-11 07:50:08,NHB250811075008.RAWGV5X,2025-08-11 07:53:04,NHB250811075304.RAWGV61
744,2025-08-11 08:00:08,NHB250811080008.RAWGV64,2025-08-11 08:03:03,NHB250811080303.RAWGV68,2025-08-11 08:10:07,NHB250811081007.RAWGV6B,2025-08-11 08:13:04,NHB250811081304.RAWGV6F
745,2025-08-11 08:20:07,NHB250811082007.RAWGV6J,2025-08-11 08:23:04,NHB250811082304.RAWGV6N,2025-08-11 08:30:08,NHB250811083008.RAWGV6S,2025-08-11 08:33:03,NHB250811083303.RAWGV6W
746,2025-08-11 08:40:07,NHB250811084007.RAWGV6Z,2025-08-11 08:43:03,NHB250811084303.RAWGV73,2025-08-11 08:50:07,NHB250811085007.RAWGV76,2025-08-11 08:53:04,NHB250811085304.RAWGV7A
747,2025-08-11 09:00:08,NHB250811090008.RAWGV7D,2025-08-11 09:03:03,NHB250811090303.RAWGV7H,2025-08-11 09:10:08,NHB250811091008.RAWGV7L,2025-08-11 09:13:04,NHB250811091304.RAWGV7R
748,2025-08-11 09:20:08,NHB250811092008.RAWGV7U,2025-08-11 09:23:04,NHB250811092304.RAWGV7Y,2025-08-11 09:30:07,NHB250811093007.RAWGV81,2025-08-11 09:33:03,NHB250811093303.RAWGV85
749,2025-08-11 09:40:08,NHB250811094008.RAWGV88,2025-08-11 09:43:04,NHB250811094304.RAWGV8C,2025-08-11 09:50:07,NHB250811095007.RAWGV8F,2025-08-11 09:53:04,NHB250811095304.RAWGV8K
750,2025-08-11 10:00:08,NHB250811100008.RAWGV8N,2025-08-11 10:03:04,NHB250811100304.RAWGV8T,2025-08-11 10:10:07,NHB250811101007.RAWGV8W,2025-08-11 10:13:03,NHB250811101303.RAWGV90
751,2025-08-11 10:20:07,NHB250811102007.RAWGV93,2025-08-11 10:23:03,NHB250811102303.RAWGV97,2025-08-11 10:30:08,NHB250811103008.RAWGV9A,2025-08-11 10:33:03,NHB250811103303.RAWGV9E
752,2025-08-11 10:40:08,NHB250811104008.RAWGV9H,2025-08-11 10:43:04,NHB250811104304.RAWGV9M,2025-08-11 10:50:08,NHB250811105008.RAWGV9R,2025-08-11 10:53:04,NHB250811105304.RAWGV9V
753,2025-08-11 11:00:08,NHB250811110008.RAWGV9Y,2025-08-11 11:03:03,NHB250811110303.RAWGVA2,2025-08-11 11:10:07,NHB250811111007.RAWGVA5,2025-08-11 11:13:04,NHB250811111304.RAWGVA9
754,2025-08-11 11:20:07,NHB250811112007.RAWGVAC,2025-08-11 11:23:03,NHB250811112303.RAWGVAG,2025-08-11 11:30:07,NHB250811113007.RAWGVAK,2025-08-11 11:33:03,NHB250811113303.RAWGVAP
755,2025-08-11 11:40:08,NHB250811114008.RAWGVAT,2025-08-11 11:43:04,NHB250811114304.RAWGVAX,2025-08-11 11:50:08,NHB250811115008.RAWGVB0,2025-08-11 11:53:04,NHB250811115304.RAWGVB4
756,2025-08-11 12:00:08,NHB250811120008.RAWGVB7,2025-08-11 12:03:03,NHB250811120303.RAWGVBB,2025-08-11 12:10:07,NHB250811121007.RAWGVBE,2025-08-11 12:13:04,NHB250811121304.RAWGVBJ
757,2025-08-11 12:20:07,NHB250811122007.RAWGVBM,2025-08-11 12:23:04,NHB250811122304.RAWGVBS,2025-08-11 12:30:08,NHB250811123008.RAWGVBV,2025-08-11 12:33:04,NHB250811123304.RAWGVBZ
758,2025-08-11 12:40:08,NHB250811124008.RAWGVC2,2025-08-11 12:43:04,NHB250811124304.RAWGVC6,2025-08-11 12:50:08,NHB250811125008.RAWGVC9,2025-08-11 12:53:03,NHB250811125303.RAWGVCD
759,2025-08-11 13:00:07,NHB250811130007.RAWGVCG,2025-08-11 13:03:03,NHB250811130303.RAWGVCL,2025-08-11 13:10:08,NHB250811131008.RAWGVCP,2025-08-11 13:13:03,NHB250811131303.RAWGVCU
760,2025-08-11 13:20:07,NHB250811132007.RAWGVCX,2025-08-11 13:23:03,NHB250811132303.RAWGVD1,2025-08-11 13:30:08,NHB250811133008.RAWGVD4,2025-08-11 13:33:04,NHB250811133304.RAWGVD8
761,2025-08-11 13:40:07,NHB250811134007.RAWGVDB,2025-08-11 13:43:04,NHB250811134304.RAWGVDF,2025-08-11 13:50:07,NHB250811135007.RAWGVDJ,2025-08-11 13:53:04,NHB250811135304.RAWGVDN
762,2025-08-11 14:00:07,NHB250811140007.RAWGVDS,2025-08-11 14:03:03,NHB250811140303.RAWGVDW,2025-08-11 14:10:08,NHB250811141008.RAWGVDZ,2025-08-11 14:13:03,NHB250811141303.RAWGVE3
763,2025-08-11 14:20:07,NHB250811142007.RAWGVE6,2025-08-11 14:23:03,NHB250811142303.RAWGVEA,2025-08-11 14:30:08,NHB250811143008.RAWGVED,2025-08-11 14:33:03,NHB250811143303.RAWGVEH
764,2025-08-11 14:40:07,NHB250811144007.RAWGVEL,2025-08-11 14:43:03,NHB250811144303.RAWGVER,2025-08-11 14:50:07,NHB250811145007.RAWGVEU,2025-08-11 14:53:04,NHB250811145304.RAWGVEY
765,2025-08-11 15:00:08,NHB250811150008.RAWGVF1,2025-08-11 15:03:03,NHB250811150303.RAWGVF5,2025-08-11 15:10:07,NHB250811151007.RAWGVF8,2025-08-11 15:13:03,NHB250811151303.RAWGVFC
766,2025-08-11 15:20:08,NHB250811152008.RAWGVFF,2025-08-11 15:23:04,NHB250811152304.RAWGVFK,2025-08-11 15:30:08,NHB250811153008.RAWGVFN,2025-08-11 15:33:04,NHB250811153304.RAWGVFT
767,2025-08-11 15:40:08,NHB250811154008.RAWGVFW,2025-08-11 15:43:04,NHB250811154304.RAWGVG0,2025-08-11 15:50:08,NHB250811155008.RAWGVG3,2025-08-11 15:53:04,NHB250811155304.RAWGVG7
768,2025-08-11 16:00:07,NHB250811160007.RAWGVGA,2025-08-11 16:03:03,NHB250811160303.RAWGVGE,2025-08-11 16:10:07,NHB250811161007.RAWGVGH,2025-08-11 16:13:04,NHB250811161304.RAWGVGM
769,2025-08-11 16:20:07,NHB250811162007.RAWGVGR,2025-08-11 16:23:05,NHB250811162305.RAWGVGV,2025-08-11 16:30:08,NHB250811163008.RAWGVGY,2025-08-11 16:33:03,NHB250811163303.RAWGVH2
770,2025-08-11 16:40:08,NHB250811164008.RAWGVH5,2025-08-11 16:43:04,NHB250811164304.RAWGVH9,2025-08-11 16:50:08,NHB250811165008.RAWGVHC,2025-08-11 16:53:03,NHB250811165303.RAWGVHG
771,2025-08-11 17:00:08,NHB250811170008.RAWGVHK,2025-08-11 17:03:03,NHB250811170303.RAWGVHP,2025-08-11 17:10:08,NHB250811171008.RAWGVHT,2025-08-11 17:13:03,NHB250811171303.RAWGVHX
772,2025-08-11 17:20:07,NHB250811172007.RAWGVJ0,2025-08-11 17:23:03,NHB250811172303.RAWGVJ4,2025-08-11 17:30:07,NHB250811173007.RAWGVJ7,2025-08-11 17:33:03,NHB250811173303.RAWGVJB
773,2025-08-11 17:40:07,NHB250811174007.RAWGVJE,2025-08-11 17:43:03,NHB250811174303.RAWGVJJ,2025-08-11 17:50:07,NHB250811175007.RAWGVJM,2025-08-11 17:53:03,NHB250811175303.RAWGVJS
774,2025-08-11 18:00:07,NHB250811180007.RAWGVJV,2025-08-11 18:03:04,NHB250811180304.RAWGVJZ,2025-08-11 18:10:07,NHB250811181007.RAWGVK2,2025-08-11 18:13:04,NHB250811181304.RAWGVK6
775,2025-08-11 18:20:07,NHB250811182007.RAWGVK9,2025-08-11 18:23:03,NHB250811182303.RAWGVKD,2025-08-11 18:30:07,NHB250811183007.RAWGVKG,2025-08-11 18:33:03,NHB250811183303.RAWGVKL
776,2025-08-11 18:40:07,NHB250811184007.RAWGVKP,2025-08-11 18:43:03,NHB250811184303.RAWGVKU,2025-08-11 18:50:07,NHB250811185007.RAWGVKX,2025-08-11 18:53:04,NHB250811185304.RAWGVL1
777,2025-08-11 19:00:07,NHB250811190007.RAWGVL4,2025-08-11 19:03:03,NHB250811190303.RAWGVL8,2025-08-11 19:10:08,NHB250811191008.RAWGVLB,2025-08-11 19:13:04,NHB250811191304.RAWGVLF
778,2025-08-11 19:20:08,NHB250811192008.RAWGVLJ,2025-08-11 19:23:04,NHB250811192304.RAWGVLN,2025-08-11 19:30:07,NHB250811193007.RAWGVLS,2025-08-11 19:33:04,NHB250811193304.RAWGVLW
779,2025-08-11 19:40:08,NHB250811194008.RAWGVLZ,2025-08-11 19:43:03,NHB250811194303.RAWGVM3,2025-08-11 19:50:07,NHB250811195007.RAWGVM6,2025-08-11 19:53:04,NHB250811195304.RAWGVMA
